Name,Height,Weight,Nationality,Climbing,General_Classification,Time_Trial,Sprint,One_Day_Races
Arjen  Livyns, 1.70 m, 58 kg   ,Belgium,92Climber,29GC,0Time trial,204Sprint,312One day races
Gert  Jõeäär, 1.91 m, 84 kg   ,Estonia,0Climber,355GC,605Time trial,310Sprint,192One day races
Andoni  Aranaga, 1.74 m, 60 kg   ,Spain,3Climber,53GC,64Time trial,96Sprint,41One day races
Lachlan  Morton, 1.80 m, 62 kg   ,Australia,565Climber,798GC,132Time trial,139Sprint,50One day races
Edoardo  Girardi,NaN,NaN,Italy,34Climber,15GC,0Time trial,153Sprint,99One day races
Jan  Petelin, 1.71 m, 67 kg   ,Luxembourg,0Climber,0GC,14Time trial,24Sprint,5One day races
Igor  Abakoumov, 1.80 m, 68 kg   ,Belgium,22Climber,60GC,1Time trial,1067Sprint,617One day races
Bas  Giling, 1.85 m, 72 kg   ,Netherlands,5Climber,134GC,257Time trial,286Sprint,201One day races
Yaroslav  Popovych, 1.75 m, 64 kg   ,Ukraine,1647Climber,2540GC,1421Time trial,960Sprint,956One day races
Leonardo  Bonifazio, 1.70 m, 63 kg   ,Italy,0Climber,13GC,14Time trial,326Sprint,78One day races
Daniel  Fleeman,NaN,NaN,Great Britain,32Climber,74GC,13Time trial,122Sprint,30One day races
Thomas  Champion, 1.93 m, 70 kg   ,France,8Climber,23GC,16Time trial,0Sprint,20One day races
Søren Kragh Andersen, 1.78 m, 73 kg   ,Denmark,728Climber,1026GC,1698Time trial,662Sprint,785One day races
Marco  Pinotti, 1.76 m, 67 kg   ,Italy,1076Climber,1944GC,4234Time trial,435Sprint,429One day races
Samuele  Battistella, 1.80 m, 67 kg   ,Italy,215Climber,223GC,67Time trial,173Sprint,346One day races
Keven  Lacombe, 1.88 m, 81 kg   ,Canada,22Climber,24GC,29Time trial,550Sprint,118One day races
Francesco  Failli, 1.81 m, 65 kg   ,Italy,264Climber,403GC,2Time trial,670Sprint,777One day races
Pavel  Brutt, 1.78 m, 70 kg   ,Russia,390Climber,908GC,436Time trial,1122Sprint,1109One day races
Andrea Dal Col, 1.85 m, 80 kg   ,Italy,0Climber,0GC,60Time trial,120Sprint,0One day races
Dmytro  Grabovskyy,NaN,NaN,NaN,63Climber,140GC,316Time trial,260Sprint,81One day races
Yusuke  Hatanaka, 1.79 m, 72 kg   ,Japan,124Climber,34GC,36Time trial,345Sprint,242One day races
David  Millar, 1.90 m, 77 kg   ,Great Britain,968Climber,2695GC,8869Time trial,972Sprint,544One day races
Vasil  Kiryienka, 1.82 m, 69 kg   ,Belarus,1259Climber,1530GC,4383Time trial,672Sprint,503One day races
Quentin  Jauregui, 1.76 m, 60 kg   ,France,162Climber,156GC,0Time trial,390Sprint,534One day races
Alex  Bowden,NaN,NaN,United States,0Climber,0GC,1Time trial,0Sprint,0One day races
Edward  Theuns, 1.83 m, 72 kg   ,Belgium,282Climber,540GC,97Time trial,2675Sprint,1830One day races
Sergey  Klimov, 1.83 m, 69 kg   ,Russia,138Climber,237GC,72Time trial,331Sprint,286One day races
Michele  Merlo, 1.75 m, 63 kg   ,Italy,18Climber,5GC,20Time trial,536Sprint,62One day races
Bjorn  Selander, 1.80 m, 72 kg   ,United States,8Climber,42GC,11Time trial,69Sprint,9One day races
Evan  Huffman, 1.83 m, 71 kg   ,United States,71Climber,245GC,267Time trial,345Sprint,43One day races
Nelson  Oliveira, 1.80 m, 67 kg   ,Portugal,743Climber,1006GC,2917Time trial,64Sprint,471One day races
Christian Delle Stelle, 1.70 m, 65 kg   ,Italy,22Climber,0GC,1Time trial,372Sprint,162One day races
Samuel  Dumoulin, 1.59 m, 57 kg   ,France,1364Climber,1279GC,91Time trial,5622Sprint,3681One day races
Davide  Villella, 1.82 m, 66 kg   ,Italy,937Climber,914GC,93Time trial,344Sprint,1099One day races
Julien  Loubet, 1.80 m, 66 kg   ,France,200Climber,541GC,72Time trial,445Sprint,461One day races
Eduard-Michael  Grosu, 1.73 m, 68 kg   ,Romania,382Climber,317GC,353Time trial,2598Sprint,532One day races
Jukka  Vastaranta, 1.71 m, 63 kg   ,Finland,20Climber,244GC,251Time trial,636Sprint,99One day races
Luca  Dodi, 1.80 m, 65 kg   ,Italy,9Climber,28GC,30Time trial,50Sprint,44One day races
Wang Yip  Tang, 1.71 m, 62 kg   ,Hongkong,36Climber,62GC,16Time trial,230Sprint,10One day races
Antonio  Viola, 1.71 m, 69 kg   ,Italy,62Climber,2GC,0Time trial,194Sprint,2One day races
Patrick  Müller, 1.92 m, 74 kg   ,Switzerland,22Climber,44GC,0Time trial,185Sprint,232One day races
Nico  Denz, 1.83 m, 71 kg   ,Germany,163Climber,252GC,148Time trial,276Sprint,365One day races
Matic  Strgar, 1.71 m, 62 kg   ,Slovenia,8Climber,17GC,19Time trial,561Sprint,195One day races
Luca  Braidot, 1.79 m, 69 kg   ,Italy,0Climber,0GC,0Time trial,0Sprint,0One day races
Filippo  Ganna, 1.93 m, 83 kg   ,Italy,214Climber,268GC,3150Time trial,83Sprint,153One day races
Rémi  Cusin, 1.78 m, 65 kg   ,France,67Climber,211GC,135Time trial,377Sprint,264One day races
David  Gutiérrez, 1.64 m, 60 kg   ,Spain,54Climber,33GC,0Time trial,94Sprint,39One day races
Rudy  Molard, 1.78 m, 62 kg   ,France,1534Climber,1300GC,142Time trial,465Sprint,930One day races
Gorik  Gardeyn, 1.82 m, 75 kg   ,Belgium,42Climber,81GC,64Time trial,2153Sprint,1471One day races
Antwan  Tolhoek, 1.78 m, 61 kg   ,Netherlands,702Climber,702GC,6Time trial,42Sprint,357One day races
Johan  Coenen, 1.78 m, 67 kg   ,Belgium,124Climber,617GC,21Time trial,1044Sprint,851One day races
Marc  Hirschi, 1.74 m, 61 kg   ,Switzerland,1334Climber,521GC,209Time trial,110Sprint,1376One day races
Matthias  Krizek, 1.86 m, 74 kg   ,Austria,20Climber,112GC,53Time trial,278Sprint,83One day races
Hubert  Dupont, 1.74 m, 57 kg   ,France,1514Climber,2020GC,107Time trial,366Sprint,355One day races
Alessandro  Iacchi, 1.70 m, 59 kg   ,Italy,0Climber,0GC,0Time trial,10Sprint,8One day races
Nathan  Haas, 1.78 m, 71 kg   ,Australia,1246Climber,1094GC,253Time trial,809Sprint,1175One day races
Cadel  Evans, 1.74 m, 64 kg   ,Australia,8312Climber,9191GC,4857Time trial,1578Sprint,2530One day races
Andrew  Fenn, 1.86 m, 79 kg   ,Great Britain,12Climber,120GC,94Time trial,1215Sprint,507One day races
Marco  Corsini,NaN,NaN,Italy,5Climber,0GC,4Time trial,215Sprint,86One day races
Iñigo  Landaluze, 1.78 m, 65 kg   ,Spain,610Climber,810GC,109Time trial,412Sprint,446One day races
Dimitri  Peyskens, 1.82 m, 69 kg   ,Belgium,84Climber,140GC,7Time trial,286Sprint,303One day races
Alessandro  Spezialetti, 1.79 m, 67 kg   ,Italy,140Climber,465GC,13Time trial,201Sprint,368One day races
Filippo  Tagliani, 1.80 m, 70 kg   ,Italy,36Climber,69GC,42Time trial,134Sprint,34One day races
Nicola  Venchiarutti, 1.73 m, 64 kg   ,Italy,36Climber,24GC,1Time trial,99Sprint,61One day races
Jeffry  Romero, 1.76 m, 55 kg   ,Colombia,37Climber,37GC,0Time trial,274Sprint,124One day races
Scott  Stewart,NaN,NaN,United States,0Climber,1GC,0Time trial,33Sprint,0One day races
André  Looij, 1.77 m, 75 kg   ,Netherlands,0Climber,5GC,0Time trial,1176Sprint,504One day races
Benoît  Sinner,NaN,NaN,France,2Climber,69GC,1Time trial,535Sprint,150One day races
Florian  Vachon, 1.79 m, 65 kg   ,France,192Climber,685GC,55Time trial,1508Sprint,1142One day races
Marco  Tizza, 1.73 m, 58 kg   ,Italy,302Climber,119GC,23Time trial,387Sprint,600One day races
Oleg  Chuzhda,NaN,NaN,Ukraine,24Climber,160GC,245Time trial,160Sprint,80One day races
Martijn  Verschoor, 1.79 m, 74.5 kg   ,Netherlands,5Climber,61GC,0Time trial,622Sprint,71One day races
Aimé De Gendt, 1.82 m, 75 kg   ,Belgium,241Climber,415GC,105Time trial,442Sprint,823One day races
Matteo  Priamo, 1.82 m, 72 kg   ,Italy,100Climber,34GC,52Time trial,338Sprint,162One day races
Andrii  Ponomar, 1.83 m, 65 kg   ,Ukraine,8Climber,23GC,0Time trial,0Sprint,20One day races
Mario  Aerts, 1.82 m, 68 kg   ,Belgium,1244Climber,2000GC,269Time trial,1107Sprint,1990One day races
Nicki  Sørensen, 1.82 m, 71 kg   ,Denmark,990Climber,1367GC,469Time trial,844Sprint,1350One day races
Rui  Oliveira, 1.83 m, 66 kg   ,Portugal,170Climber,68GC,10Time trial,321Sprint,238One day races
Jürgen  Roelandts, 1.84 m, 78 kg   ,Belgium,983Climber,1257GC,569Time trial,3390Sprint,3244One day races
Rasmus  Guldhammer, 1.83 m, 66 kg   ,Denmark,228Climber,717GC,84Time trial,1134Sprint,598One day races
Philipp  Ludescher, 1.87 m, 72 kg   ,Austria,5Climber,10GC,0Time trial,1Sprint,1One day races
Gabriel  Cullaigh, 1.79 m, 78 kg   ,Great Britain,24Climber,26GC,8Time trial,373Sprint,134One day races
Thomas  Damuseau, 1.73 m, 64 kg   ,France,54Climber,97GC,1Time trial,218Sprint,129One day races
Marcel  Wyss, 1.77 m, 63 kg   ,Switzerland,484Climber,913GC,425Time trial,273Sprint,214One day races
Elia  Viviani, 1.78 m, 67 kg   ,Italy,1226Climber,914GC,160Time trial,8236Sprint,4599One day races
Thomas  Dekker, 1.88 m, 69 kg   ,Netherlands,458Climber,2054GC,2048Time trial,1124Sprint,1079One day races
Davide  Orrico,NaN, 70 kg   ,Italy,89Climber,45GC,3Time trial,138Sprint,135One day races
Robert  Gesink, 1.89 m, 70 kg   ,Netherlands,5338Climber,5097GC,1190Time trial,749Sprint,2870One day races
René  Haselbacher, 1.81 m, 69 kg   ,Austria,349Climber,596GC,318Time trial,2352Sprint,698One day races
Gabriel  Rasch, 1.84 m, 72 kg   ,Norway,38Climber,458GC,29Time trial,562Sprint,430One day races
Svein  Tuft, 1.75 m, 77 kg   ,Canada,59Climber,1015GC,2772Time trial,372Sprint,400One day races
Laurens ten Dam, 1.84 m, 67 kg   ,Netherlands,1204Climber,2621GC,389Time trial,475Sprint,426One day races
Fabian  Wegmann, 1.76 m, 60 kg   ,Germany,1588Climber,864GC,108Time trial,2298Sprint,4700One day races
Steve  Cummings, 1.89 m, 73 kg   ,Great Britain,990Climber,1558GC,1598Time trial,392Sprint,635One day races
Martin  Elmiger, 1.82 m, 73 kg   ,Switzerland,974Climber,1838GC,1383Time trial,2653Sprint,2920One day races
Ian  Boswell, 1.85 m, 70 kg   ,United States,318Climber,531GC,60Time trial,52Sprint,87One day races
Daniil  Fominykh, 1.85 m, 70 kg   ,Kazakhstan,73Climber,199GC,385Time trial,48Sprint,80One day races
Casper  Pedersen, 1.86 m, 74 kg   ,Denmark,92Climber,286GC,148Time trial,386Sprint,251One day races
Valery  Kaikov,NaN,NaN,Russia,3Climber,0GC,69Time trial,80Sprint,20One day races
Yohann  Gène, 1.75 m, 67 kg   ,France,43Climber,534GC,46Time trial,1529Sprint,329One day races
Juan Pablo  Suarez,NaN,NaN,Colombia,113Climber,185GC,230Time trial,565Sprint,169One day races
Frédéric  Amorison, 1.83 m, 70 kg   ,Belgium,8Climber,394GC,0Time trial,1730Sprint,1210One day races
Jérôme  Pineau, 1.76 m, 65 kg   ,France,1032Climber,1156GC,259Time trial,2614Sprint,2168One day races
Mike  Teunissen, 1.84 m, 73 kg   ,Netherlands,497Climber,1112GC,328Time trial,1563Sprint,1386One day races
Jai  Hindley, 1.75 m, 60 kg   ,Australia,1163Climber,1413GC,19Time trial,166Sprint,220One day races
Juan Sebastián  Molano, 1.80 m, 72 kg   ,Colombia,269Climber,199GC,0Time trial,1334Sprint,346One day races
Michael  Carbel, 1.80 m, 73 kg   ,Denmark,0Climber,12GC,10Time trial,447Sprint,166One day races
Martin  Pedersen, 1.70 m, 62 kg   ,Denmark,25Climber,352GC,0Time trial,1029Sprint,439One day races
Yevgeniy  Fedorov, 1.93 m, 80 kg   ,Kazakhstan,36Climber,119GC,84Time trial,96Sprint,90One day races
Aurélien  Passeron, 1.79 m, 73 kg   ,France,18Climber,85GC,10Time trial,553Sprint,117One day races
Mark  McNally, 1.86 m, 72 kg   ,Great Britain,17Climber,35GC,0Time trial,535Sprint,322One day races
Cristian  Gasperoni,NaN,NaN,Italy,286Climber,539GC,11Time trial,1019Sprint,1167One day races
Ludovic  Auger, 1.84 m, 78 kg   ,France,32Climber,367GC,53Time trial,1044Sprint,716One day races
Scott  Davis, 1.70 m, 60 kg   ,Australia,86Climber,237GC,13Time trial,184Sprint,107One day races
Kevin  Hulsmans, 1.87 m, 75 kg   ,Belgium,35Climber,281GC,38Time trial,491Sprint,470One day races
Paolo  Bettini, 1.69 m, 58 kg   ,Italy,4272Climber,1926GC,418Time trial,5906Sprint,9871One day races
Vladimir  Zagorodnii,NaN,NaN,Russia,72Climber,174GC,79Time trial,334Sprint,287One day races
Romain  Bardet, 1.84 m, 65 kg   ,France,6988Climber,5296GC,333Time trial,348Sprint,2630One day races
Anthony  Delaplace, 1.81 m, 65 kg   ,France,311Climber,796GC,517Time trial,905Sprint,1014One day races
Hugo Manuel  Sabido, 1.85 m, 70 kg   ,Portugal,191Climber,678GC,714Time trial,840Sprint,148One day races
Pieter  Serry, 1.86 m, 66 kg   ,Belgium,975Climber,754GC,230Time trial,580Sprint,1060One day races
Markus  Hoelgaard, 1.87 m, 74 kg   ,Norway,388Climber,686GC,20Time trial,362Sprint,272One day races
Stepan  Kurianov, 1.83 m, 74 kg   ,Russia,3Climber,29GC,17Time trial,60Sprint,20One day races
Manabu  Ishibashi, 1.77 m, 68 kg   ,Japan,18Climber,20GC,30Time trial,38Sprint,24One day races
Ryan  Gibbons, 1.81 m, 70 kg   ,South Africa,623Climber,436GC,327Time trial,838Sprint,651One day races
Franck  Osorio,NaN,NaN,Colombia,2Climber,0GC,35Time trial,50Sprint,0One day races
Marco  Zanotti,NaN,NaN,Italy,351Climber,218GC,2Time trial,3299Sprint,680One day races
Donato  Cannone,NaN,NaN,Italy,72Climber,71GC,3Time trial,233Sprint,201One day races
Paweł  Bernas, 1.90 m, 77 kg   ,Poland,62Climber,405GC,83Time trial,790Sprint,216One day races
Bradley  Potgieter,NaN,NaN,South Africa,2Climber,0GC,19Time trial,9Sprint,0One day races
Tom  Devriendt, 1.76 m, 70 kg   ,Belgium,48Climber,33GC,30Time trial,618Sprint,566One day races
Alejandro  Valverde, 1.77 m, 61 kg   ,Spain,18842Climber,13292GC,4670Time trial,3537Sprint,12880One day races
Alessandro  Tonelli, 1.76 m, 64 kg   ,Italy,117Climber,90GC,8Time trial,141Sprint,86One day races
Davide  Frattini, 1.80 m, 63 kg   ,Italy,7Climber,58GC,1Time trial,420Sprint,146One day races
Axel  Domont, 1.79 m, 65 kg   ,France,266Climber,234GC,1Time trial,67Sprint,84One day races
Rob  Ruijgh, 1.72 m, 64 kg   ,Netherlands,280Climber,609GC,94Time trial,364Sprint,275One day races
Maxime  Daniel, 1.86 m, 74 kg   ,France,24Climber,44GC,53Time trial,618Sprint,293One day races
Xandro  Meurisse, 1.81 m, 71 kg   ,Belgium,960Climber,1156GC,84Time trial,752Sprint,711One day races
Kevin  Rivera, 1.65 m, 56 kg   ,Costa Rica,238Climber,279GC,37Time trial,8Sprint,26One day races
Nicola  Conci, 1.84 m, 68 kg   ,Italy,262Climber,237GC,8Time trial,151Sprint,177One day races
Olav  Kooij, 1.84 m, 72 kg   ,Netherlands,82Climber,45GC,0Time trial,476Sprint,267One day races
Eloy  Teruel, 1.81 m, 73 kg   ,Spain,12Climber,3GC,535Time trial,88Sprint,52One day races
Donato De Ieso, 1.73 m, 62 kg   ,Italy,47Climber,10GC,5Time trial,39Sprint,7One day races
Mauro  Facci, 1.82 m, 68 kg   ,Italy,126Climber,319GC,89Time trial,270Sprint,280One day races
Niels  Scheuneman, 1.84 m, 75 kg   ,Netherlands,20Climber,243GC,408Time trial,207Sprint,118One day races
Aleksandr  Kuschynski, 1.82 m, 65 kg   ,Belarus,226Climber,505GC,48Time trial,1010Sprint,963One day races
Sébastien  Rosseler, 1.82 m, 78 kg   ,Belgium,30Climber,1241GC,1928Time trial,555Sprint,333One day races
Gianluca  Maggiore,NaN,NaN,Italy,0Climber,5GC,2Time trial,135Sprint,29One day races
Kenny  Molly, 1.71 m, 61 kg   ,Belgium,40Climber,5GC,0Time trial,72Sprint,76One day races
Benjamin  Perry, 1.81 m, 71 kg   ,Canada,30Climber,167GC,7Time trial,298Sprint,162One day races
Romain  Cardis, 1.81 m, 75 kg   ,France,89Climber,61GC,36Time trial,732Sprint,504One day races
Sjoerd van Ginneken, 1.85 m, 72 kg   ,Netherlands,10Climber,44GC,0Time trial,338Sprint,210One day races
Peter  Stetina, 1.80 m, 63 kg   ,United States,717Climber,1036GC,65Time trial,110Sprint,299One day races
Valerio  Agnoli, 1.78 m, 72 kg   ,Italy,485Climber,702GC,12Time trial,417Sprint,581One day races
Alexandr  Pliușchin, 1.80 m, 66 kg   ,Moldova,73Climber,158GC,69Time trial,150Sprint,113One day races
Denis  Galimzyanov, 1.82 m, 75 kg   ,Russia,93Climber,55GC,61Time trial,1945Sprint,485One day races
Bjorn  Coomans,NaN,NaN,Belgium,0Climber,0GC,0Time trial,147Sprint,72One day races
Stefano  Cavallari,NaN,NaN,Italy,43Climber,25GC,0Time trial,176Sprint,152One day races
Matis  Louvel, 1.87 m, 73 kg   ,France,77Climber,50GC,65Time trial,70Sprint,337One day races
Nicolas Dalla Valle,NaN, 73 kg   ,Italy,4Climber,5GC,108Time trial,88Sprint,14One day races
Lucas  Persson,NaN,NaN,Sweden,8Climber,63GC,28Time trial,136Sprint,111One day races
Danilo  Wyss, 1.76 m, 65 kg   ,Switzerland,522Climber,623GC,36Time trial,917Sprint,510One day races
Kenneth  Vanbilsen, 1.84 m, 73 kg   ,Belgium,58Climber,175GC,3Time trial,970Sprint,765One day races
Benoît  Vaugrenard, 1.85 m, 72 kg   ,France,466Climber,771GC,674Time trial,926Sprint,1260One day races
Michael  Matthews, 1.78 m, 72 kg   ,Australia,5281Climber,764GC,1516Time trial,3390Sprint,5770One day races
Dennis Van Niekerk,NaN,NaN,South Africa,88Climber,175GC,5Time trial,110Sprint,21One day races
Jarno Van Mingeroet,NaN,NaN,Belgium,0Climber,6GC,0Time trial,136Sprint,43One day races
Martin  Reimer, 1.80 m, 69 kg   ,Germany,3Climber,148GC,89Time trial,506Sprint,123One day races
Johan  Jacobs, 1.92 m, 78 kg   ,Switzerland,4Climber,26GC,7Time trial,34Sprint,108One day races
Tadej  Pogačar, 1.76 m, 66 kg   ,Slovenia,4005Climber,3884GC,1147Time trial,302Sprint,1782One day races
Andrea  Peron, 1.78 m, 70 kg   ,Italy,34Climber,68GC,30Time trial,688Sprint,108One day races
Florian  Stork, 1.84 m, 65 kg   ,Germany,73Climber,83GC,7Time trial,33Sprint,27One day races
Timofey  Kritskiy, 1.90 m, 81 kg   ,Russia,125Climber,140GC,352Time trial,551Sprint,142One day races
Matti  Breschel, 1.81 m, 70 kg   ,Denmark,1257Climber,1274GC,41Time trial,3835Sprint,3243One day races
Steven  Caethoven, 1.76 m, 67 kg   ,Belgium,20Climber,108GC,1Time trial,2263Sprint,986One day races
Timon  Seubert, 1.83 m, 73 kg   ,Germany,4Climber,37GC,162Time trial,126Sprint,71One day races
Yonathan  Monsalve, 1.76 m, 62 kg   ,Venezuela,582Climber,606GC,9Time trial,977Sprint,205One day races
Elio  Aggiano, 1.75 m, 63 kg   ,Italy,112Climber,226GC,56Time trial,1394Sprint,611One day races
Joris  Nieuwenhuis, 1.85 m, 71 kg   ,Netherlands,100Climber,136GC,8Time trial,102Sprint,194One day races
Georg  Preidler, 1.90 m, 68 kg   ,Austria,491Climber,408GC,332Time trial,214Sprint,318One day races
Tom  Steels, 1.79 m, 73 kg   ,Belgium,43Climber,155GC,197Time trial,6608Sprint,2789One day races
Jean  Zen,NaN,NaN,France,10Climber,3GC,6Time trial,203Sprint,61One day races
Guy  Sagiv, 1.80 m, 68 kg   ,Israel,0Climber,60GC,88Time trial,1Sprint,107One day races
Sebastian  Langeveld, 1.78 m, 67 kg   ,Netherlands,415Climber,1255GC,1110Time trial,1076Sprint,2235One day races
Kilian  Patour,NaN,NaN,France,7Climber,88GC,181Time trial,184Sprint,67One day races
Andreas  Dietziker, 1.79 m, 67 kg   ,Switzerland,36Climber,328GC,295Time trial,546Sprint,354One day races
Marco  Velo, 1.84 m, 70 kg   ,Italy,874Climber,1160GC,1663Time trial,1078Sprint,1225One day races
Filippo  Baggio,NaN,NaN,Italy,25Climber,29GC,0Time trial,450Sprint,190One day races
Gorazd  Štangelj, 1.82 m, 70 kg   ,Slovenia,376Climber,781GC,210Time trial,629Sprint,1494One day races
Lawson  Craddock, 1.78 m, 69 kg   ,United States,602Climber,761GC,1325Time trial,186Sprint,173One day races
Etienne  Tortelier, 1.81 m, 63 kg   ,France,0Climber,11GC,0Time trial,38Sprint,5One day races
Jens  Debusschere, 1.84 m, 77 kg   ,Belgium,151Climber,514GC,65Time trial,2905Sprint,2278One day races
Joonas  Henttala, 1.87 m, 73 kg   ,Finland,13Climber,25GC,13Time trial,22Sprint,57One day races
Andreas  Kron, 1.77 m, 63 kg   ,Denmark,505Climber,266GC,6Time trial,52Sprint,190One day races
Nicolas  Lefrancois, 1.83 m, 82 kg   ,France,0Climber,0GC,25Time trial,8Sprint,0One day races
Alessandro  Maserati,NaN,NaN,Italy,7Climber,38GC,0Time trial,155Sprint,92One day races
Ben  O'Connor, 1.88 m, 67 kg   ,Australia,1264Climber,1252GC,150Time trial,88Sprint,81One day races
Tosh Van der Sande, 1.78 m, 67 kg   ,Belgium,1046Climber,694GC,1Time trial,1302Sprint,828One day races
Alex  Kirsch, 1.94 m, 75 kg   ,Luxembourg,198Climber,292GC,497Time trial,498Sprint,399One day races
Matteo  Rabottini,NaN,NaN,Italy,504Climber,378GC,140Time trial,358Sprint,338One day races
Attilio  Viviani, 1.74 m, 69 kg   ,Italy,6Climber,58GC,0Time trial,297Sprint,92One day races
Larry  Warbasse, 1.83 m, 67 kg   ,United States,525Climber,710GC,317Time trial,72Sprint,223One day races
Wout van Elzakker,NaN,NaN,Netherlands,0Climber,30GC,0Time trial,0Sprint,0One day races
Valentin  Iglinskiy, 1.78 m, 68 kg   ,Kazakhstan,45Climber,546GC,40Time trial,1618Sprint,123One day races
Roberto  Traficante,NaN,NaN,Italy,3Climber,3GC,23Time trial,48Sprint,18One day races
Geraint  Thomas, 1.83 m, 71 kg   ,Great Britain,3978Climber,5125GC,4257Time trial,956Sprint,1221One day races
Bram  Schmitz, 1.95 m, 77 kg   ,Netherlands,56Climber,476GC,404Time trial,1110Sprint,514One day races
Kin San  Wu, 1.75 m, 68 kg   ,Hongkong,8Climber,45GC,0Time trial,200Sprint,21One day races
Björn  Thurau, 1.94 m, 73 kg   ,Germany,170Climber,198GC,3Time trial,238Sprint,207One day races
Matteo  Fedi,NaN,NaN,Italy,14Climber,22GC,4Time trial,86Sprint,19One day races
Mattia  Bevilacqua,NaN,NaN,Italy,4Climber,6GC,1Time trial,90Sprint,2One day races
